,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
364,tanout,53,NE,1650897816,6,14.9709,8.8879,313.66,2.89
365,sinnamary,97,GF,1650897477,73,5.3833,-52.95,301.83,3.63
366,maldonado,100,UY,1650897816,97,-34.6667,-54.9167,291.61,1.37
367,hasaki,96,JP,1650897562,90,35.7333,140.8333,288.37,3.19
368,vahan,65,AM,1650897817,68,40.5755,45.3977,285.35,1.06
369,pacific grove,75,US,1650897485,93,36.6177,-121.9166,284.21,4.92
370,lyngseidet,100,NO,1650897818,95,69.5763,20.2189,275.15,4.92
371,vitim,100,RU,1650897818,96,59.4511,112.5578,270.66,2.54
372,plettenberg bay,36,ZA,1650897818,66,-34.0527,23.3716,289.42,3.16
373,hamina,100,FI,1650897819,89,60.5697,27.1979,283.75,1.26
374,arrecife,20,ES,1650897819,64,28.963,-13.5477,294.14,3.6
375,lokosovo,100,RU,1650897819,99,61.1333,74.8167,273.96,1.19
376,hamilton,75,US,1650897475,68,39.1834,-84.5333,296.2,6.17
377,agaro,100,ET,1650897820,96,7.85,36.65,290.37,1.28
378,pingdu,71,CN,1650897820,96,36.7844,119.9464,287.45,2.42
379,sorland,40,NO,1650897820,56,67.667,12.6934,277.07,9.26
380,susangerd,100,IR,1650897821,44,31.5608,48.1831,299.13,6.1
381,nhulunbuy,13,AU,1650897821,89,-12.2333,136.7667,299.49,0.0
382,ostrovnoy,100,RU,1650897821,99,68.0531,39.5131,274.67,2.72
383,kasongo,76,CD,1650897822,90,-4.45,26.6667,297.67,1.32
384,ayorou,9,NE,1650897822,5,14.7308,0.9174,314.35,4.2
385,langarud,100,IR,1650897822,74,37.197,50.1535,293.18,0.7
386,dwarka,0,IN,1650897823,69,22.2394,68.9678,301.55,4.56
387,angoche,100,MZ,1650897823,85,-16.2325,39.9086,299.36,2.13
388,ahipara,28,NZ,1650897437,86,-35.1667,173.1667,288.3,2.51
389,yaan,37,NG,1650897647,35,7.3833,8.5667,309.35,3.73
390,maswa,100,TZ,1650897824,82,-2.6833,33.9833,295.16,1.55
391,kozhva,100,RU,1650897824,89,65.1073,57.0459,273.58,1.95
392,bandarbeyla,36,SO,1650897824,68,9.4942,50.8122,301.71,4.58
393,chinsali,37,ZM,1650897825,85,-10.5414,32.0816,294.18,3.04
394,valparaiso,40,CL,1650897825,83,-33.0393,-71.6273,290.28,2.57
395,saint-pierre,0,RE,1650897559,68,-21.3393,55.4781,298.31,7.72
396,kemijarvi,100,FI,1650897825,98,66.7131,27.4306,275.98,2.04
397,alugan,100,PH,1650897826,86,12.2188,125.4808,300.4,5.98
398,liwale,91,TZ,1650897826,94,-9.7667,37.9333,296.19,1.8
399,penzance,20,GB,1650897827,71,50.1186,-5.5371,286.77,6.17
400,aron,0,IN,1650897827,10,24.3833,77.4167,306.95,2.24
401,panji,22,ID,1650897827,88,-7.7253,114.0995,297.91,1.96
402,waitara,13,NZ,1650897828,87,-38.925,174.25,285.5,2.47
403,aksarka,45,RU,1650897537,94,66.5606,67.7975,269.15,3.38
404,port macquarie,100,AU,1650897828,79,-31.4333,152.9167,288.09,0.45
405,sterling,100,US,1650897334,89,39.0062,-77.4286,287.88,2.06
406,ambilobe,50,MG,1650897828,77,-13.2,49.05,298.14,2.47
407,sola,75,VU,1650897829,77,-13.8833,167.55,299.52,3.77
408,sao joao de pirabas,55,BR,1650897829,74,-0.7747,-47.1772,301.92,3.45
409,raudeberg,42,NO,1650897530,83,61.9875,5.1352,283.52,9.8
410,nizwa,75,OM,1650897830,19,22.9333,57.5333,306.55,2.54
411,bondo,97,CD,1650897830,64,3.8146,23.6866,299.93,1.28
412,bac lieu,76,VN,1650897830,72,9.285,105.7244,301.85,3.55
413,namibe,3,AO,1650897537,72,-15.1961,12.1522,296.72,3.78
414,marquette,99,US,1650897831,60,46.5333,-87.6335,280.27,4.57
415,westport,100,US,1650897831,56,41.1415,-73.3579,288.62,2.24
416,chimbote,100,PE,1650897831,77,-9.0853,-78.5783,294.3,2.99
417,vardo,40,NO,1650897526,75,70.3705,31.1107,275.14,5.66
418,beziers,0,FR,1650897832,40,43.3476,3.219,295.0,4.12
419,gravdal,75,NO,1650897832,60,68.1214,13.5031,275.09,7.2
420,nazarovo,95,RU,1650897833,75,56.0064,90.3914,274.21,1.48
421,ucluelet,100,CA,1650897464,93,48.9329,-125.5528,281.32,1.76
422,provost,38,CA,1650897833,64,52.3501,-110.2683,279.4,8.28
423,mgandu,97,TZ,1650897833,88,-5.95,34.1333,292.92,1.76
424,lasa,85,IT,1650897834,78,46.6166,10.7002,288.53,0.89
425,mortka,66,RU,1650897834,99,59.3322,66.0214,277.48,2.08
426,grindavik,75,IS,1650897468,66,63.8424,-22.4338,281.41,3.09
427,kautokeino,100,NO,1650897834,88,69.0125,23.0412,272.24,6.52
428,nampula,40,MZ,1650897835,74,-15.1165,39.2666,301.12,2.57
429,urumqi,100,CN,1650897722,87,43.801,87.6005,280.68,6.0
430,leon,0,MX,1650897629,25,21.1167,-101.6667,291.18,1.97
431,okhotsk,46,RU,1650897546,85,59.3833,143.3,268.07,3.54
432,quatre cocos,28,MU,1650897835,69,-20.2078,57.7625,298.21,7.76
433,taraz,100,KZ,1650897836,55,42.9,71.3667,288.38,3.0
434,guaca,100,CO,1650897836,87,6.8762,-72.8559,283.75,1.21
435,khartoum,2,SD,1650897598,5,15.5518,32.5324,315.38,0.89
436,kawalu,77,ID,1650897836,97,-7.3817,108.2082,296.55,0.15
437,bafq,100,IR,1650897837,16,31.6128,55.4107,304.11,1.93
438,phayakkhaphum phisai,22,TH,1650897837,51,15.5163,103.1937,306.16,3.71
439,muhos,100,FI,1650897837,76,64.808,25.9931,278.03,0.37
440,san rafael,0,AR,1650897636,40,-34.6177,-68.3301,289.62,4.59
441,erzin,0,TR,1650897838,55,36.9559,36.2,296.56,2.15
442,conakry,0,GN,1650897702,55,9.538,-13.6773,305.19,7.2
443,kimbe,75,PG,1650897838,93,-5.5502,150.1429,297.52,1.29
444,lodwar,100,KE,1650897839,35,3.1191,35.5973,306.62,4.03
445,washington,100,US,1650897718,68,47.5001,-120.5015,280.88,1.32
446,guiratinga,39,BR,1650897839,46,-16.3494,-53.7583,304.88,3.41
447,barstow,77,US,1650897721,12,34.8986,-117.0228,282.7,1.81
448,datong,49,CN,1650897839,27,40.0936,113.2914,288.28,8.2
449,lebork,100,PL,1650897840,83,54.5392,17.7501,279.77,4.34
450,bowen,100,AU,1650897840,80,-20.0167,148.2333,297.94,9.25
451,businga,100,CD,1650897840,82,3.3333,20.8833,298.28,0.28
452,mpika,63,ZM,1650897841,82,-11.8343,31.4529,293.38,3.32
453,ercis,97,TR,1650897841,62,39.0287,43.3586,286.96,2.61
454,kampene,31,CD,1650897841,66,-3.6,26.6667,300.25,1.5
455,arti,99,RU,1650897842,87,56.4234,58.5328,282.27,2.14
456,imbituba,17,BR,1650897842,54,-28.24,-48.6703,296.96,7.4
457,huarmey,100,PE,1650897842,77,-10.0681,-78.1522,294.66,3.41
458,darhan,52,MN,1650897843,38,49.4867,105.9228,270.69,1.85
459,boa vista,40,BR,1650897843,66,2.8197,-60.6733,303.14,1.54
460,padang,100,ID,1650897843,88,-0.9492,100.3543,298.18,1.81
461,naze,29,JP,1650897527,93,28.3667,129.4833,295.66,5.24
462,mattru,70,SL,1650897844,37,7.6244,-11.8332,309.7,1.39
463,shihezi,100,CN,1650897844,64,44.3,86.0333,285.11,4.71
464,balaipungut,100,ID,1650897845,97,1.05,101.2833,297.86,1.35
465,baruun-urt,48,MN,1650897435,64,46.6806,113.2792,272.19,5.19
466,yei,90,SS,1650897845,68,4.095,30.6779,297.84,1.0
467,iskateley,100,RU,1650897581,99,67.6803,53.1512,273.47,5.13
468,chaozhou,2,CN,1650897846,86,23.6651,116.6379,299.07,1.28
469,benguela,34,AO,1650897846,78,-12.5763,13.4055,299.06,2.92
470,verkhnyaya inta,100,RU,1650897846,92,65.9811,60.3094,272.8,6.32
471,sioux lookout,100,CA,1650897601,79,50.1001,-91.917,264.19,6.17
472,mont-dore,100,NC,1650897847,99,-22.2833,166.5833,297.04,3.66
473,dunedin,5,NZ,1650897462,67,-45.8742,170.5036,283.04,4.02
474,dauphin,0,CA,1650897847,67,51.1494,-100.0502,264.23,6.17
475,champerico,76,GT,1650897847,69,14.3,-91.9167,300.45,2.96
476,umm kaddadah,47,SD,1650897848,6,13.6017,26.6876,311.82,3.66
477,vila,70,PT,1650897556,55,42.0304,-8.1588,289.09,3.54
478,nishihara,75,JP,1650897848,94,26.1842,127.7558,298.18,5.14
479,byron bay,100,AU,1650897848,70,-28.65,153.6167,293.09,2.85
480,moose factory,75,CA,1650897849,81,51.2585,-80.6094,282.15,5.14
481,salta,0,AR,1650897849,62,-24.7859,-65.4117,296.25,1.79
482,grand forks,100,US,1650897850,80,47.9417,-97.4337,269.11,9.77
483,santa lucia,75,ES,1650897850,50,27.9117,-15.5407,292.77,8.75
484,fort myers beach,0,US,1650897850,64,26.452,-81.9481,301.48,4.63
485,north bend,100,US,1650897457,96,43.4065,-124.2243,284.74,3.09
486,kolondieba,100,ML,1650897851,8,11.0882,-6.8926,313.02,2.63
487,zyryanka,89,RU,1650897851,96,65.75,150.85,261.8,4.21
488,ogaminana,34,NG,1650897852,35,7.5946,6.2248,309.44,2.35
489,ornskoldsvik,100,SE,1650897674,57,63.2909,18.7153,282.68,5.14
490,tarko-sale,58,RU,1650897852,88,64.9225,77.785,262.42,3.0
491,timbiqui,100,CO,1650897852,77,2.7717,-77.6654,300.06,0.56
492,umarkot,1,PK,1650897853,24,25.3616,69.7362,308.62,10.01
493,constitucion,100,CL,1650897510,87,-35.3333,-72.4167,285.88,3.26
494,khorramshahr,100,IR,1650897569,30,30.4397,48.1664,304.13,3.09
495,russkaya polyana,100,UA,1650897853,53,49.417,31.9201,292.63,3.76
496,luanshya,1,ZM,1650897854,76,-13.1367,28.4166,295.85,1.58
497,samarai,30,PG,1650897520,77,-10.6167,150.6667,301.26,6.24
498,maragogi,82,BR,1650897749,79,-9.0122,-35.2225,300.42,6.34
499,bertoua,100,CM,1650897854,57,4.5833,13.6833,301.05,2.44
500,keningau,100,MY,1650897855,99,5.3378,116.1602,296.12,0.18
501,rocha,100,UY,1650897528,96,-34.4833,-54.3333,291.94,2.31
502,atocha,95,BO,1650897855,11,-20.9333,-66.2333,283.38,4.51
503,basco,0,PH,1650897855,86,20.4487,121.9702,300.61,8.53
504,mocuba,50,MZ,1650897581,88,-16.8392,36.9856,298.09,1.94
505,sur,0,OM,1650897485,42,22.5667,59.5289,305.2,1.32
506,matara,98,LK,1650897856,87,5.9485,80.5353,299.73,2.0
507,cururupu,97,BR,1650897856,79,-1.8283,-44.8683,301.07,2.61
508,fujinomiya,90,JP,1650897856,94,35.2167,138.6167,290.7,0.62
509,stawell,81,AU,1650897857,73,-37.05,142.7667,286.94,2.56
510,luderitz,0,NA,1650897512,44,-26.6481,15.1594,294.29,10.05
511,marsh harbour,18,BS,1650897857,63,26.5412,-77.0636,296.9,6.52
512,orotukan,100,RU,1650897858,99,62.2667,151.7,259.2,1.28
513,limoux,94,FR,1650897858,72,42.9167,2.1667,291.21,2.02
514,flin flon,0,CA,1650897569,44,54.7682,-101.865,262.06,3.6
515,champa,1,IN,1650897858,10,22.05,82.65,305.98,2.97
516,uyuni,79,BO,1650897859,14,-20.4597,-66.825,283.8,5.4
517,kyzyl-suu,91,KG,1650897859,76,42.3414,78.0056,280.75,3.06
518,illapel,0,CL,1650897860,58,-31.6308,-71.1653,293.24,1.73
519,zhigansk,54,RU,1650897533,92,66.7697,123.3711,258.56,1.23
520,kristiinankaupunki,18,FI,1650897860,68,62.2743,21.376,278.73,2.67
521,diu,0,IN,1650897860,33,20.7141,70.9822,304.86,6.94
522,oil city,0,US,1650897861,52,41.4339,-79.7064,297.68,5.66
523,ormara,0,PK,1650897861,80,25.2088,64.6357,301.21,7.71
524,rafraf,100,TN,1650897861,65,37.1904,10.1837,294.32,5.27
525,petatlan,5,MX,1650897862,44,17.5167,-101.2667,301.72,1.37
526,wisla,99,PL,1650897862,90,49.6563,18.8591,284.21,1.91
527,barra do garcas,0,BR,1650897539,48,-15.89,-52.2567,305.47,1.03
528,vredendal,0,ZA,1650897863,27,-31.6683,18.5012,295.41,4.34
529,sambava,46,MG,1650897584,84,-14.2667,50.1667,298.36,4.78
530,labuan,40,MY,1650897863,94,5.2767,115.2417,299.35,3.13
531,challans,38,FR,1650897863,68,46.8436,-1.8749,291.46,3.9
532,usilampatti,100,IN,1650897864,54,9.9667,77.8,304.68,3.28
533,baishishan,0,CN,1650897864,68,43.5833,127.5667,289.75,5.48
534,quelimane,75,MZ,1650897864,83,-17.8786,36.8883,301.12,2.57
535,bilma,0,NE,1650897586,6,18.6853,12.9164,315.44,4.97
536,lubumbashi,16,CD,1650897865,89,-11.6609,27.4794,294.5,1.51
537,saint-augustin,97,CA,1650897555,96,51.226,-58.6502,278.05,4.56
538,yinchuan,94,CN,1650897755,19,38.4681,106.2731,294.08,6.47
539,zhuanghe,100,CN,1650897865,96,39.7008,122.9911,283.33,1.58
540,santa rosa de aguan,0,HN,1650897866,70,15.95,-85.7167,302.16,1.64
541,denpasar,20,ID,1650897866,88,-8.65,115.2167,300.96,3.6
542,banda aceh,100,ID,1650897665,81,5.5577,95.3222,300.72,4.25
543,ashland,99,US,1650897572,61,40.8167,-82.2665,296.15,5.68
544,gavle,100,SE,1650897702,43,60.6745,17.1417,288.55,0.89
545,waddan,70,LY,1650897867,10,29.1614,16.139,303.72,4.31
546,cairns,75,AU,1650897471,97,-16.9167,145.7667,297.63,2.57
547,xihe,100,CN,1650897867,89,31.6864,113.4659,292.37,2.48
548,thinadhoo,53,MV,1650897519,70,0.5333,72.9333,302.97,3.47
549,kachug,4,RU,1650897867,82,53.9606,105.8817,268.1,1.54
550,ust-koksa,100,RU,1650897868,61,50.2696,85.6108,276.98,0.41
551,smithers,75,CA,1650897868,93,54.7804,-127.1743,277.33,1.03
552,tura,0,IN,1650897487,48,25.5198,90.2201,298.02,2.21
553,nichinan,39,JP,1650897868,95,31.6,131.3667,293.4,1.33
554,ypsonas,0,CY,1650897869,46,34.6884,32.9574,296.69,5.66
555,marawi,100,PH,1650897226,94,7.9986,124.2928,294.38,0.8
556,chabahar,0,IR,1650897519,68,25.2919,60.643,301.94,4.46
557,kljuc,21,BA,1650897869,52,44.535,16.7722,290.37,3.59
558,jardim,1,BR,1650897870,43,-21.4803,-56.1381,306.11,5.61
